Region,Soil_Type,Soil_pH,Organic_Matter_%,Rainfall_mm_per_year,Temperature_C_avg,Climate_Zone,Irrigation_Level,Soil_Fertility,Growing_Season_days,Yield_tons_per_hectare,Best_Crop
Europe,Loam,6.5261388457268765,4.25606694207972,534.395828175155,19.86580215841424,Dry,High,High,101,14.140085168708485,Corn
North America,Sandy,6.638213960725608,1.983970400285017,1182.510937886388,17.83898242997265,Dry,High,Medium,162,14.246042757642247,Barley
Africa,Clay,6.346653454045054,3.504717811698059,600.3063346556112,11.667904051260884,Tropical,Medium,Medium,127,10.224249416916493,Barley
North America,Sandy,5.583941006812134,1.707027469693843,701.034278916075,21.370454140853273,Temperate,High,High,130,14.423908150928149,Corn
South America,Sandy,6.336528161805152,3.237207488307308,698.6730332424162,21.199363761423626,Tropical,Low,Low,124,12.363277467343213,Soybean
Asia,Clay,7.177314308984914,1.41430626441206,445.1537417328474,17.62984232043457,Tropical,Low,Medium,94,9.903628156383173,Barley
South America,Loam,6.226378392181698,2.1486090537505147,979.0195111840396,19.692089063836047,Tropical,Low,Medium,128,12.763426680518434,Wheat
Africa,Clay,6.854163943902217,2.9039267613968813,757.9429629745232,16.24061237206246,Temperate,High,Medium,114,13.553307013767945,Barley
Asia,Loam,6.240640350901044,1.0809449305598018,472.8642061999556,18.654322242043786,Dry,Low,High,98,9.71301265608292,Corn
Africa,Sandy,5.85823856831391,1.4130352377443303,326.9755093723423,21.666751501590692,Continental,High,Medium,108,11.139230710290404,Soybean
Asia,Clay,5.916721578149715,2.847081465585116,895.9589428575996,24.4730434943163,Temperate,Medium,High,179,16.00477784441344,Corn
North America,Sandy,5.664684326193443,3.4261034682021347,782.7324283506546,17.381661999702484,Dry,Low,High,147,12.608833688796622,Barley
Asia,Clay,6.7243324414462915,1.6661823543752052,693.5712219653796,18.057158897543985,Tropical,Medium,Medium,134,12.678976359439103,Soybean
Europe,Loam,6.363465647685699,2.8119924033198553,628.513757654279,25.135229260888803,Temperate,Low,Low,144,12.6173209922402,Wheat
Africa,Loam,6.8969609356297745,4.121037323681912,708.2169956455996,22.122684161841658,Continental,High,High,154,16.28159323227924,Corn
South America,Sandy,7.229511791207699,2.7818347534837358,422.63249837845524,20.579908298911484,Temperate,High,Medium,119,12.246303947613045,Soybean
Africa,Clay,7.0914133701896755,2.3431463340113448,479.89740414698946,15.875738599936911,Tropical,Medium,High,107,10.585398487931187,Barley
South America,Loam,7.406145537244274,4.461717620330744,1339.6657671874175,19.06136488210058,Continental,Low,Low,172,16.40641575322355,Wheat
Africa,Loam,6.99997396875995,3.0395597928224407,1161.526161134137,28.20714313861157,Dry,Medium,High,116,17.769643561365704,Rice
North America,Loam,6.549633500729483,3.175745649161073,957.6234866907573,20.681826540365694,Temperate,High,Medium,166,15.336161974450402,Wheat
Asia,Clay,6.043089537336878,2.7970395677233566,683.4886984273303,16.739079441316353,Temperate,High,Medium,135,12.255215114803642,Barley
Europe,Loam,6.143474059716556,1.3000883555716727,948.291297398523,27.005520327320408,Continental,Low,Medium,127,15.949852769995,Rice
North America,Loam,6.779234249204713,2.98222276150372,1204.6649488460166,26.813078106911526,Dry,Medium,Medium,102,17.97158288946688,Rice
South America,Clay,7.322512303668576,2.615026441913386,1166.5901051907508,23.082976930572784,Temperate,Low,Medium,132,15.092503130678795,Rice
Africa,Loam,7.281713929055277,2.0256223720331357,1013.6406511591803,13.776410416543095,Temperate,Medium,High,98,12.23902413485872,Barley
South America,Sandy,5.719565907340809,3.292111840926887,479.8748313633242,18.857075958365822,Continental,Medium,Low,173,11.189624836914975,Soybean
Asia,Sandy,6.65822853975121,3.4691643042104707,796.5242799983668,16.5730744382977,Continental,Medium,Medium,168,12.735248309451986,Barley
South America,Sandy,5.8358063932041775,2.678158578106847,549.3196563409963,24.755999425339567,Tropical,Medium,High,90,14.70641327399106,Corn
Europe,Clay,6.417613908538071,4.9345701241312465,738.3936923765181,29.719555182307193,Continental,Medium,Medium,123,17.14917270772455,Soybean
Europe,Loam,6.577638734499338,2.784457228500751,585.5223490515439,19.44733546256606,Continental,Low,High,179,12.843171395570918,Corn
Asia,Clay,6.345373871016321,3.605956614118452,1169.386363190024,20.54309209529543,Temperate,Low,Low,163,15.303143078963107,Soybean
Europe,Loam,6.728325405232398,1.7527999267194492,596.5576284199682,22.239653366896952,Continental,Low,Low,96,11.219242488759186,Wheat
Europe,Sandy,5.952198387253384,4.386887961586933,751.86568849995,15.756518506117391,Dry,Low,High,177,13.903027729978767,Barley
Asia,Clay,5.642902761218845,1.1298405670491056,614.4979630580281,21.100200833270197,Temperate,High,Medium,144,12.196848823571766,Soybean
South America,Clay,7.165550062454698,2.3052810292863706,764.2705604643891,17.03668349672497,Tropical,Medium,Medium,138,12.211511470603336,Barley
North America,Sandy,6.206275586562353,4.800722843272167,662.4798744822422,18.742159359984516,Temperate,Medium,Medium,93,14.27004253392053,Soybean
Asia,Clay,6.887515840698151,2.578516279624128,1001.4608714946526,20.11692607329254,Temperate,Low,Medium,116,13.257205192836444,Soybean
South America,Loam,6.228404445299033,1.8397273266939376,764.4750082713358,23.01856620272098,Tropical,Low,Medium,113,13.700476936804202,Wheat
North America,Loam,5.957974370600623,3.10656905410079,895.6281151111617,17.113856371447145,Tropical,Low,Low,172,12.128711036607903,Barley
Asia,Clay,5.590119163839451,1.7441362454851146,538.3881455746816,19.94233679402634,Temperate,Low,Low,174,9.155569350891755,Soybean
Africa,Sandy,6.675123544299597,2.4141954168173485,907.0917494819267,26.045050994504987,Continental,Low,Low,115,15.0617582420363,Rice
South America,Loam,7.088325417675219,1.809870168383,795.0871585980232,25.24101983837638,Temperate,Medium,High,123,14.576549638043666,Corn
Africa,Loam,5.939982253793861,1.0352593331778905,713.5397628380917,21.158654710151964,Tropical,High,High,110,13.257672083520157,Corn
Europe,Sandy,6.842916062600723,2.00972477640816,1026.3709670032188,14.778801264410582,Continental,Low,High,149,12.96828668426556,Barley
Africa,Sandy,6.244801332070712,4.105565474610904,748.6690926595404,17.470485298038177,Temperate,Medium,Low,155,12.418196411863185,Barley
Europe,Loam,7.2794706695661135,3.8012254155352285,1017.0819177741013,23.192716586337994,Dry,Medium,Low,161,16.433016787054758,Rice
South America,Clay,5.551264499768845,4.698989903457447,812.1570745002606,29.631429274276968,Temperate,Medium,High,130,18.73812310769917,Corn
Europe,Loam,7.209215125466742,2.88547244069199,908.3328049031876,18.23773134181129,Dry,Medium,Medium,158,14.695509811506398,Wheat
South America,Loam,6.7517167941402345,4.174364788809294,329.10341546067957,20.091262304280566,Dry,Medium,Medium,153,12.02370171452016,Wheat
South America,Loam,6.845835648573953,2.729789438420855,737.8204635428962,14.940620107369071,Dry,Medium,Medium,171,11.602859978939994,Barley
North America,Clay,6.67044065878191,2.123533092270399,834.7894416825623,16.909124789499156,Tropical,Medium,Medium,99,11.808893713657387,Barley
Africa,Loam,6.27458234735066,3.400810188370323,965.7931218962536,16.50199595648818,Temperate,Medium,Low,177,12.895524740468025,Barley
North America,Loam,5.85040472584808,3.7626720617548886,617.2530534796425,24.35265967107678,Dry,Low,Medium,140,14.838579586442847,Wheat
Europe,Sandy,6.52876649302204,3.355037854260038,484.1919777764142,18.07909167146512,Tropical,Medium,Medium,176,11.447650949472589,Soybean
South America,Clay,7.184332060122767,1.9200018101935994,298.20856430098485,16.156167949807397,Continental,Low,Low,164,8.540541932561272,Barley
Europe,Loam,6.0498166749644815,3.8671908667974826,742.3115657944853,32.317784660661296,Temperate,Medium,High,119,18.446192673039636,Corn
Asia,Loam,6.011961517685995,1.1280722132778038,679.9548539778858,23.391368501948715,Continental,Low,Low,156,11.64309485272457,Wheat
Africa,Loam,6.823350121435061,2.2441668202279357,663.1119195827634,20.245989689053815,Temperate,Low,Medium,164,11.888212966012427,Wheat
Europe,Clay,7.463369011874097,2.4002852490998117,943.4828226461816,18.688886524538702,Dry,High,Medium,151,13.684236969792215,Soybean
South America,Sandy,6.614131865367835,4.411824454694996,941.4035005915212,28.085224622608415,Dry,High,Low,107,17.276832053927187,Rice
Africa,Loam,5.847121360145637,4.651355432775901,761.9618715653996,23.345070859287407,Tropical,Medium,High,127,15.990068256595768,Corn
Europe,Clay,6.396257398930319,4.7501039470383315,912.2945259652266,25.98052317753958,Dry,High,Low,141,17.574987203875484,Rice
South America,Clay,6.213777324560803,2.1995429602232197,993.9681729679818,21.180490820853553,Temperate,Medium,Medium,129,13.598687024824471,Soybean
Africa,Loam,6.218890052364478,4.706830017356362,890.9829502160044,25.456494781476337,Dry,Low,High,104,17.328258552158395,Corn
Africa,Loam,6.682485811501229,2.259142494867832,575.1756282278453,20.51270719908761,Dry,Medium,High,120,12.273536615360594,Corn
North America,Clay,7.254317208532278,2.5810163990756707,828.0854391223569,19.012904112411793,Dry,Medium,Low,99,12.25384867077472,Soybean
Africa,Loam,5.6433587593506696,3.824851943860262,828.6114577098822,18.061453000284516,Temperate,Low,Medium,142,12.850791835893151,Wheat
Europe,Sandy,5.531344747777451,2.6719930389021487,843.2664435799338,13.072338763080765,Temperate,High,High,101,12.751621195996423,Barley
Africa,Clay,7.38480572951398,2.8445671115227995,688.0983562090051,18.216453809117933,Temperate,Medium,High,126,12.477557347499172,Corn
Europe,Clay,6.344584225671664,2.0102442850781017,458.78738388037976,14.199585188654488,Tropical,Low,Low,123,9.255279156648621,Barley
Europe,Loam,5.663723011832587,2.2032246443417365,562.6506788976758,23.2202681427811,Dry,Low,Medium,155,11.480261992636464,Wheat
South America,Loam,6.316443645176464,2.0953700763970367,847.9870555449852,21.464144217933416,Temperate,Medium,Medium,119,12.715256832191038,Wheat
Africa,Loam,6.261770244217537,2.75989506816952,863.8136650303229,5.439328103104419,Dry,High,Low,92,8.28982158763566,Barley
Europe,Sandy,6.573257808603608,4.831928214436399,1220.408951167561,12.659649937056734,Dry,Low,Low,97,13.690684489800566,Barley
Africa,Clay,6.137350307465732,2.6395365235010826,849.1067996418301,19.615531472821697,Dry,High,Medium,164,13.122040134945475,Soybean
Europe,Loam,7.253210556741196,4.712867182590378,857.2666659734018,29.28738604647865,Temperate,Low,High,105,17.455983327588285,Corn
Africa,Sandy,5.569500163468092,4.55553709633533,1086.9712759253734,13.538122729474036,Continental,Low,High,95,15.01479316567498,Barley
Europe,Clay,6.011969907581557,3.6425915565542706,853.408895353666,15.21987518633976,Temperate,High,High,99,13.186042251703729,Barley
Asia,Clay,6.1935201438401375,4.449617409172356,727.1419808215178,30.125455417459765,Dry,Low,Medium,96,16.82143280674926,Soybean
North America,Loam,5.595230455141103,4.836523731711658,878.2113815490495,22.754389720193107,Temperate,High,High,125,17.241852960418555,Corn
South America,Loam,5.9174917647972585,2.9432822354415964,656.9474961369642,20.277056279928832,Continental,Medium,Medium,147,13.26608925033196,Wheat
South America,Clay,7.453942109252521,3.5685165874570415,953.4614725204974,30.67843704706686,Temperate,Medium,Medium,167,18.706490862349792,Rice
North America,Loam,7.480383578503344,1.3626483540373533,1152.723841550158,24.315438930026236,Tropical,Low,High,119,15.768085580684154,Rice
Asia,Clay,6.638087299991333,3.958040932628259,908.0205574259458,14.102362069283522,Temperate,High,Low,94,13.169413481336205,Barley
Asia,Loam,7.30330677342541,4.661891950294061,1084.0369877563899,22.960569501424594,Temperate,Low,Low,145,15.53197876158316,Rice
South America,Clay,5.613802960995243,1.2099687358121196,734.3869591611011,17.430667892347635,Temperate,High,Low,139,11.286543476607465,Barley
North America,Sandy,6.3269942741267435,2.6943433075163155,841.5721002134161,20.662988360130505,Tropical,Medium,Medium,134,13.22963411910294,Soybean
North America,Sandy,6.520431868156808,3.116413070641754,1125.4233123344513,14.212159711157016,Tropical,High,Low,100,13.619900647264206,Barley
Asia,Loam,6.351737121766288,1.748692459707788,784.5670449577472,20.438905999249187,Temperate,High,Medium,127,12.175238303827207,Wheat
Europe,Loam,6.231992816579872,4.3167805640637535,725.7485258659212,20.784419688710447,Dry,Low,Low,97,13.764947421168396,Wheat
Africa,Clay,6.953469672706685,4.579642570258663,575.3609898249244,30.22827273838577,Dry,Low,High,116,17.659684922977977,Corn
Africa,Clay,6.063306019368928,3.416958041328569,515.8066491259442,17.880832308967584,Continental,High,High,96,12.794043792867758,Barley
Asia,Clay,7.394568646179536,2.369229139310079,755.3948637467196,21.410181052311103,Temperate,High,Medium,168,13.227107157400502,Soybean
Africa,Sandy,6.113198153049751,4.337111596221822,909.8063869261358,17.78658052284595,Temperate,Low,High,96,15.17248854561132,Barley
Europe,Clay,5.732106918769138,1.092427411149921,844.3541564882771,13.085520403637311,Tropical,Medium,Medium,109,10.452449812672864,Barley
South America,Loam,6.429741860308687,4.806321237759478,775.9166571960202,20.111752774831828,Temperate,Low,High,107,14.764836594775177,Corn
North America,Sandy,6.705817622849371,3.316290110743978,895.286033343425,19.233697233003472,Continental,High,High,150,15.859506384389894,Corn
North America,Loam,6.631635985718936,2.250625257420878,1080.6285099925803,16.246595064741722,Tropical,Medium,Medium,148,13.63480984362905,Barley
Asia,Loam,6.93803430902387,4.203133653495572,806.7943560767281,25.947169018809216,Dry,High,Medium,140,16.8441188001149,Wheat
Africa,Sandy,5.766777234186519,1.4421654576669414,739.9110124537671,26.466849437428355,Temperate,Low,High,120,14.50430911571765,Corn
Asia,Loam,7.374176796212993,1.3497963374755466,921.2346612870407,16.307012090587442,Temperate,Medium,High,167,12.946320875859879,Barley
Asia,Sandy,5.898700257889373,2.7017247770253823,672.5086951364774,12.305553714607058,Temperate,Medium,High,106,11.122213878434469,Barley
Asia,Clay,5.588790529938654,4.270129663832483,769.0700586878334,10.933532639914208,Temperate,High,Medium,120,11.566403422681205,Barley
Africa,Sandy,6.875968043047339,2.291257990855373,987.4857806793825,24.177913881698636,Temperate,Medium,High,129,15.633776484128248,Rice
Europe,Loam,6.680506730519388,1.767506852409427,1034.0154126059263,18.642208481030828,Continental,Medium,Low,162,11.416321585980056,Wheat
Asia,Clay,6.866160346948271,3.3220771067054806,829.7617523359181,16.948720498177615,Continental,Medium,Low,101,12.520987201794693,Barley
Africa,Loam,6.88957799719757,1.318465005309751,727.9480196945437,11.84834177722115,Dry,Low,Medium,129,9.196627015059486,Barley
South America,Sandy,7.134996513051333,3.031136747804484,664.1110030164501,19.853241489421528,Tropical,Medium,Low,168,12.399090486476963,Soybean
Asia,Clay,6.38783339609308,2.9368522630391625,499.1506657910358,21.226060867341772,Tropical,High,Medium,113,12.676424172194208,Soybean
North America,Loam,6.54476661085347,2.7230446334469405,1135.0673031868153,15.414915992621893,Tropical,Medium,Low,103,12.498608641372579,Barley
South America,Clay,5.662375574100862,3.50855357624447,727.2348548904201,22.561471552521294,Continental,Medium,Low,98,13.869042703103275,Soybean
Africa,Loam,5.617181775420271,1.8619279311422985,767.7560297502366,22.28177986566348,Tropical,High,Medium,130,13.629319130354975,Wheat
South America,Sandy,7.157794223951756,3.413670313889133,614.202936782139,25.660990958603406,Temperate,Low,Low,104,14.527505667305403,Soybean
South America,Loam,6.945830105845871,3.757895597627056,1108.5613547539365,23.225639193969208,Temperate,High,Medium,146,17.3703662359444,Rice
Asia,Sandy,6.479410788395995,1.4465497812847414,855.4849151491214,19.545623815685165,Continental,High,Medium,111,13.268792375209731,Soybean
South America,Loam,5.584089592151889,3.392951039407586,948.7431640799625,13.68567623135911,Temperate,Medium,Medium,127,12.249016395724922,Barley
North America,Sandy,6.918647705551935,4.418260675764962,601.8753553245485,18.28404215656644,Continental,Medium,High,176,14.08879337070844,Corn
Asia,Clay,5.94873365538476,2.411376473494,654.1927143946924,16.87762078562449,Continental,High,High,128,13.353057293000203,Barley
South America,Loam,6.401246850216338,2.695599007987993,783.3656456130761,26.88667514764171,Temperate,Low,High,169,15.736833783827826,Corn
Europe,Sandy,6.175312337601879,2.9614017642226433,1014.8329156385855,12.37636925691638,Continental,Medium,High,110,13.223800209431934,Barley
Europe,Sandy,6.687743611566114,1.7525877088376358,737.4252077591216,16.105976356983053,Dry,Low,Medium,136,10.30892237112477,Barley
Europe,Loam,7.334851705609003,3.719347039030881,987.2411475074507,22.055717666598216,Dry,High,Medium,103,15.841690989489198,Rice
North America,Clay,6.520138377901416,1.9769204680383368,1060.8403131303296,16.07052177026807,Temperate,Medium,High,103,13.55515059141352,Barley
Africa,Clay,6.031598843857346,1.6043641904215433,1198.8689899439698,22.929312643086057,Continental,High,Low,119,15.509300386462192,Rice
Africa,Loam,7.282525297830796,3.543498109324028,824.2806223245097,18.670713165552563,Continental,Low,High,175,14.15597471630889,Corn
Asia,Sandy,6.899117918903267,2.1734243199759504,837.5275708728507,15.757353395106165,Temperate,Low,High,122,11.347587327972798,Barley
Europe,Loam,6.336737820264014,4.715786942290493,372.2022212772524,19.017435427869156,Temperate,High,Medium,169,13.447905535544425,Wheat
Europe,Clay,6.301315696875907,4.9447212464347805,869.3054036626,18.2757512379673,Tropical,Low,Low,129,14.94983812857787,Soybean
North America,Clay,6.856720179565804,2.144744986736536,905.0357963177195,8.3485733298393,Continental,Medium,High,146,11.271820625296991,Barley
Asia,Sandy,6.261391071354688,3.153986602980239,431.41261875046484,26.68717053957709,Continental,Low,Medium,149,13.392484938202108,Soybean
North America,Clay,6.89160462965156,4.804448803905066,786.2180047218018,19.19186625769052,Tropical,Medium,Low,92,13.826479628644973,Soybean
Europe,Clay,6.568203380171731,1.8730779314135444,690.4357151513557,24.694785891174256,Temperate,Medium,Medium,155,12.894189648185224,Soybean
Asia,Clay,6.958532811673267,2.3153811528359585,660.8903331016254,19.715171598683668,Dry,Low,Medium,115,12.139502676805781,Soybean
South America,Clay,7.354349675471978,4.6055474272426284,465.77056704093025,17.79718233030053,Continental,Low,High,174,11.834411376851017,Barley
South America,Loam,6.16554109209836,2.5284594580380744,1190.7603136077823,23.45340142046036,Tropical,High,Medium,93,17.34182694666696,Rice
Europe,Clay,5.769318322768914,3.0744601265413363,858.8335076003204,24.224784454534156,Temperate,High,Low,126,14.378610546438402,Soybean
South America,Clay,6.028944315073994,1.5198817464752503,848.9678408199907,26.376028682162225,Temperate,Low,High,173,15.69624586848082,Corn
Asia,Sandy,7.037150344818797,3.3666322620946816,646.709202107657,19.630846238102368,Dry,Low,Medium,127,12.999319047649092,Soybean
North America,Sandy,6.566676229785144,4.4319808909094345,707.4526704007324,18.464758295374494,Continental,Low,Low,93,12.86764165712374,Soybean
Europe,Sandy,5.723600742467874,3.2611558398159284,1100.546139507942,29.706030041329612,Continental,Medium,Medium,140,18.369653956487372,Rice
Europe,Loam,7.473593188359794,2.224024420835773,648.039573602445,16.44992278554224,Tropical,Medium,High,94,11.30174802548654,Barley
Africa,Sandy,6.783140591130199,4.272848005481853,692.2369443788355,11.716975407578039,Tropical,Low,Low,106,11.326690932495907,Barley
